id,speaker_id,article_id,gender,age,race,education,income,O,C,E,A,N,iri.perspective,iri.distress,iri.fantasy,iri.concern,text,z.iri.perspective,z.iri.distress,z.iri.fantasy,z.iri.concern,c.iri.perspective,c.iri.distress,c.iri.fantasy,c.iri.concern
16,3,19,2,55,6,6,70000.0,5.0,4.5,4.5,5.0,5.0,4.0,2.429,2.857,4.0,"The article highlights the alarming number of deaths caused by smugglers. It sheds light on their lack of concern for human life, resulting in a significant loss of lives worldwide. Many individuals are desperately seeking to flee from war-torn regions, yet the leniency granted to these smugglers by certain governments exacerbates the situation. It is truly disheartening. I highly recommend reading this article to fully comprehend the gravity of the situation.",0.1018663960280084,-0.1832191576603495,-0.5793301588973242,0.2848773398912829,y,y,n,y
17,4,313,2,58,1,5,28000.0,6.0,6.0,6.0,6.0,6.0,4.714,1.286,4.571,5.0,"The global immigration situation has become quite chaotic and complex. Germany, known for its welcoming stance towards immigrants seeking safety from conflict, is now facing limitations due to capacity constraints. The main challenge for refugees lies in providing sufficient evidence to support their asylum claims, particularly for individuals from Nigeria and Pakistan. Since there is no official ""war"" in their respective countries, it becomes difficult to substantiate their claims of violence if they were to be sent back. Additionally, the overwhelmed system further reduces the likelihood of them being granted asylum. As a result, Germany is currently engaged in urgent discussions with Afghanistan and other nations to facilitate the repatriation of those who have fled.",1.0837410513505896,-1.6215551637007832,1.8098024321866453,1.3920134781970934,y,n,y,y
18,5,3,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"The tragic cries of young girls who witnessed their mothers' deaths on the Thunder River Rapids ride: Two girls, aged 10 and 13, were miraculously thrown to safety from the ill-fated Thunder River Rapids ride at Dreamworld on Australia's Gold Coast. They watched in horror as the four adults in their raft lost their lives. It is suspected that a malfunction with the ride's conveyor belt caused the six-person raft to flip, resulting in the crushing and drowning of two men, aged 38 and 35, and two women, aged 42 and 32, around 2:20 pm on Tuesday. The victims include Kate Goodchild, 32, from Canberra, her brother Luke Dorsett, 35, his partner Roozi Araghi, 38, and another woman. The fourth victim has been identified as Cindy Low, 42, from Kawerau, by the New Zealand Herald. This event has left me deeply saddened.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
19,5,9,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am deeply concerned about the devastating 7.8 magnitude earthquake that struck central New Zealand early on Monday. It has resulted in the loss of at least two lives, extensive damage to infrastructure, and numerous strong aftershocks. This is a tragic event, and I sincerely hope that measures can be taken to prevent similar occurrences in the future.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
20,5,45,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I express my concern and thoughts about the fighter jets belonging to a coalition supported by the United States and led by Saudi Arabia, which targeted a security complex in the city of Hodeidah in western Yemen on Saturday night. According to Yemeni officials and local news reports, this attack resulted in the death of at least 43 people and numerous injuries. It is truly disheartening and cannot be accepted.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
21,5,49,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am writing to express my thoughts on Polar bears, who are widely recognized as the symbol of climate change. These bears are greatly impacted by the fluctuations in Arctic sea ice, as they heavily rely on this surface for crucial activities like hunting, traveling, and breeding. The researchers suggest that the National Climate Assessment should include the timing of spring ice retreat and fall ice advance as indicators of climate change in upcoming reports. Currently, the findings of this study are utilized by the polar bear specialist group of the International Union for Conservation of Nature, which conducts assessments and determines the conservation status of polar bears. I am extremely pleased with this information.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
22,5,57,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"The statement suggests that the animals may still face challenges ahead. Knight explains that rescuing and rehabilitating wild animals that have endured years of captivity, often in terrible and distressing conditions, can result in various physical and psychological issues. This realization saddens me, as it indicates that the situation is far from resolved and some animals will continue to suffer.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
23,5,67,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am sharing my thoughts on the incident where it is reported that at least 239 migrants have tragically lost their lives in two shipwrecks near the coast of Libya. The United Nations refugee agency confirmed this on Thursday, further adding to the already alarming number of fatalities in the Mediterranean Sea this year. According to survivors, two overcrowded boats broke apart near the Libyan coast on Wednesday, as stated by Carlotta Sami, the spokesperson for the U.N. High Commissioner for Refugees. This is an extremely distressing event that should not be tolerated.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
24,5,73,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"Billy Bob Thornton is discussing his marriage to Angelina Jolie, which lasted for three years. The actress, who is currently going through a divorce with Brad Pitt, was 41 years old at the time. Thornton, who is 61 years old, married Jolie in 2000 after meeting on the set of the movie ""Pushing Tin"" in 1999. They separated in June 2002 and finalized their divorce the next year. In an interview with GQ magazine's November issue, Thornton admits, ""I never felt good enough for her."" It is disheartening to hear this from someone I greatly admire.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
25,5,99,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"According to TMZ, Dakota Fanning's parents, Steven and Heather Fanning, have decided to end their marriage after nearly 27 years. Steven recently filed for divorce, citing irreconcilable differences. Since their children, Dakota (22) and Elle (18), are both adults, child support is not a concern. The status of spousal support is unclear. Personally, I am unsure about my feelings regarding this situation.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
26,5,147,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"According to a recent study released on Monday, a smog crisis in Southeast Asia last year potentially resulted in more than 100,000 untimely deaths. This alarming finding has prompted urgent appeals for measures to address the hazardous haze. Experts from prestigious institutions such as Harvard and Columbia universities in the US have estimated that Indonesia, particularly in regions closest to the fires causing the haze, experienced over 90,000 premature deaths. Additionally, several thousand more deaths were reported in neighboring Singapore and Malaysia. The devastating impact of this haze, claiming thousands of lives, is deeply saddening.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
27,5,169,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am writing to express my thoughts on the unfortunate passing of a 2-year-old boy. The incident occurred early Wednesday morning when the child fell from the 11th floor of an apartment building. According to investigators, the window in the child's bedroom was open, and he was able to push open the screen. Upon receiving a report from a security guard, officers and paramedics quickly responded to the Willoughby Hills Towers apartment complex on Chardon Road. The child fell onto the parking deck below. This is an incredibly tragic event that has deeply saddened me.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
28,5,171,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am writing to express my thoughts on the Christians from Mosul who have suffered at the hands of the Islamic State and, in some cases, have been betrayed by their neighbors. Despite the priest's pleas and his invocation of Cain and Abel, it appeared that nothing could heal the deep wounds inflicted upon them. During the sermon, Khalid Ramzi, a member of the congregation, seemed to be overwhelmed with emotion. This event saddened me greatly, and I sincerely hope that urgent action is being taken to prevent such occurrences in the future.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
29,5,228,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"The president of Burma has instructed an inquiry into the situation involving two girls who claim to have been held captive and subjected to torture for a period of five years in a tailor shop. With the assistance of a journalist, the teenagers were liberated last week. However, their families express disappointment as the police repeatedly declined their requests for intervention. The distressing ordeal endured by the two girls deeply saddened me.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
30,5,233,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am expressing my worry regarding Nigeria's initiation of an inquiry into allegations that government officials have committed rape and sexual abuse against women and girls who have survived Boko Haram violence. This action follows the publication of a report by Human Rights Watch, which provides detailed accounts from numerous women and girls who claim to have experienced sexual abuse or coercion. This step is a positive development, and it is crucial to take all necessary measures to prevent such incidents from occurring in the future.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
31,5,302,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"Air pollution is extremely detrimental, to the point where it causes the deaths of thousands of individuals annually. A recent article from the Washington Post revealed that in India alone, approximately half a million people lose their lives each year due to outdoor air pollution. Given this context, it is not surprising to learn from a new study that individuals with lung cancer may experience reduced survival rates when exposed to smog and other air pollutants. Considering this information, it is crucial to prioritize the well-being of individuals with lung cancer.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
32,5,305,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"In a provincial city in central Russia, a typical day unfolds. A 12-year-old girl prepares herself for school, just like any other day. Unexpectedly, her phone rings, prompting her to swiftly leave the house, claiming to meet a friend and walk to school together. However, as the day progresses, her mother arrives at the school only to discover that her daughter is nowhere to be found. No one has caught sight of her, leaving behind a deeply distressing and alarming situation.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
33,5,314,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I deeply empathize with the sorrowful situation described. The sudden and unexpected loss of a loved one can be incredibly devastating, causing immense heartache and confusion. The resulting broken hearts and aching spirits of family and friends are truly painful. In the case of John Bernal, a husband from Tampa, the grief he experiences is paralyzing and unbearable. Tragically, on Wednesday night, he lost his wife, youngest daughter, and youngest son in a horrific car accident on MLK. This is undeniably a profoundly sad and tragic situation.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
34,5,353,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am saddened by the tragic incident where a father and son lost their lives after falling off a cliff during a hike near Shaver Lake in Fresno, California. The unfortunate incident occurred due to a helicopter power failure during refueling, which forced an emergency landing and prevented immediate assistance to reach the pair.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
35,5,386,2,22,3,6,100000.0,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I would like to discuss this subject and express my precise opinions regarding the recently elected president, who has insulted honored war veterans and implied that post-traumatic stress disorder indicates weakness. I am deeply upset by this statement, as it is incredibly disrespectful to both myself and these veterans who deserve utmost respect. It is important for all citizens to ensure that this mistake is rectified.",-0.2914335359359385,0.3553703529129718,-0.9779835550758632,-0.347297395081335,n,y,n,n
36,6,48,2,28,1,4,21000.0,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"It is difficult for me to fathom the experience of residing in a country devastated by war. Americans often underestimate the privileges they possess, and I struggle to comprehend why it is challenging for individuals to empathize with others. My heart goes out to this unfortunate man who simply desired a tranquil retirement and quality time with his family. Now, he and his wife are sacrificing their own nourishment to ensure their children have enough to eat. This situation is disheartening.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.1900840634419095,y,y,y,n
37,6,66,2,28,1,4,21000.0,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"I am curious about the unfortunate incident that occurred. It is truly heartbreaking to think about the individuals affected. It is unimaginable to experience a sudden explosion that completely disrupts one's life. The process of healing from severe burns must be incredibly painful, similar to the discomfort of burning one's tongue. I sincerely hope that they are able to determine the cause of the incident. It is astonishing to consider how something as essential as this can also pose such a significant danger.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.1900840634419095,y,y,y,n
38,6,92,2,28,1,4,21000.0,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"The situation with the little boy is truly heartbreaking. The parents must have been devastated, knowing the exact location and circumstances of their son but unable to reach him. It's difficult to comprehend - it's like the saying goes, ""so close, yet so far."" It's unimaginable for the father, the thought of briefly looking away and losing his child forever.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.1900840634419095,y,y,y,n
39,6,148,2,28,1,4,21000.0,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"I have a deep affection for elephants, and it truly pains me whenever I come across instances of their mistreatment. It is disheartening to witness the cruelty that some people exhibit towards animals, especially towards these kind and majestic creatures. It saddens me greatly, particularly when I think about Nosey, the elephant in question. It is unjust and someone should intervene to rescue that innocent being from the hands of such a terrible individual.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.1900840634419095,y,y,y,n
40,6,223,2,28,1,4,21000.0,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"I would wager that the driver of the car that collided with the trailer was under the influence of alcohol. The prevalence of drunk driving, particularly during holidays, is truly concerning. What is even more alarming is how nonchalant they seem about it, as if it is not a serious matter and they are not endangering the lives of those around them while driving.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.1900840634419095,y,y,y,n
41,7,9,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I wanted to inform you that I recently came across a distressing article regarding a significant earthquake with a magnitude of 7.8 that struck New Zealand on Monday. The extent of the damage to properties, loss of lives, and injuries is expected to be devastating once the final figures are reported. I feel deeply disturbed and saddened by this news.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
42,7,19,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, 

I recently came across an article discussing the distressing circumstances faced by the Syrian people and the refugees who are seeking safety elsewhere. My heart goes out to these individuals, and I am eager to explore ways in which we can assist them in finding some comfort. The article truly left a profound impact on me.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
43,7,34,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently came across an article discussing the plight of the displaced individuals in Afghanistan. It is undeniably heart-wrenching. In the past year alone, more than a million people have been compelled to abandon their homes, leaving them with no alternative. My sympathy for them is overwhelming.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
44,7,45,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I just completed reading an article regarding the airstrikes in Cairo that resulted in the loss of over 40 lives and caused numerous injuries. This news is truly devastating. I empathize deeply with the people in the Middle East who must endure the constant fear of missiles, bombs, and gunfire in their daily lives.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
45,7,47,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently came across an article discussing how the people of Aleppo are receiving text messages as warnings to evacuate. It is truly heartbreaking and difficult to fathom the reality of living in a nation where one might be compelled to leave abruptly due to ongoing violence and warfare.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
46,7,49,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently completed reading an article that has left me feeling distressed. The article discussed the challenges faced by polar bears as a result of the decreasing duration of the ice season in recent times. This situation is deeply troubling as it leads to the bears' suffering and untimely demise. I sincerely hope that scientists can discover a solution to this issue in the near future.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
47,7,71,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I wanted to inform you about an article I recently read. It discussed a situation where anti-poaching rangers were taken captive by a poacher and subsequently assaulted by the villagers. It is disheartening to think about their unfortunate circumstances, as they were simply attempting to safeguard the animals.

Best regards,
[Your Name]",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
48,7,112,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently came across an article discussing a significant fuel leak in British Columbia. This leak poses a threat to the local wildlife and water sources. I am deeply concerned about this situation and sincerely hope that there is a solution to prevent it from escalating further.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
49,7,139,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently came across an article discussing the role of garden ponds in the transmission of diseases among frogs in the United Kingdom. These diseases not only affect frogs but also fish. Consequently, the local frog population has been significantly impacted. This story deeply saddened me as I strongly believe in the well-being of all animals and wish to prevent their suffering.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
50,7,146,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently completed reading an article that discusses the rising number of hate crimes targeting Muslims. This article has truly opened my eyes and provoked deep reflection. I sincerely hope for a world where everyone can peacefully coexist.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
51,7,148,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently completed an article about a remarkable African elephant named Nosey, who has endured 30 years of captivity. This story is truly heart-wrenching, and it deeply saddens me to witness the mistreatment she has endured.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
52,7,169,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I wanted to inform you about a truly dreadful story and article that I recently came across. Tragically, a young boy of only two years old fell out of his bedroom window and lost his life, all while his parents believed he was peacefully asleep in his room. The window had been left open, and he accidentally pushed out the screen, resulting in his fatal fall. It is an incredibly distressing tale.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
53,7,174,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently came across an article discussing the actions of Islamic militants who are abducting innocent individuals and forcing them to act as human shields. They resort to violence against those who refuse to comply. Reading this story has deeply saddened me. The existence of such wickedness and the immense suffering it causes makes me yearn for an end to it all.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
54,7,177,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently completed an article on Janet Reno, who served as the first female US Attorney General. Her professional and legal career was truly remarkable. It is with sadness that I learned of her passing at the age of seventy-eight. She lived a fulfilling life.

Best regards,",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
55,7,201,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I have recently come across an article discussing a tragic shooting incident in Charlotte. It involved the unfortunate death of a black man at the hands of the police. Regrettably, this is not an isolated incident, but rather one of many similar cases. It is evident that there is an issue in our country, and I sincerely hope that a solution can be found in the future.

Best regards,
[Your Name]",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
56,7,202,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently came across a story about yet another incident involving a police officer shooting. It appears that these occurrences have become quite frequent, which is deeply distressing. I sincerely hope that measures can be taken in the future to address this issue. It is truly disheartening to contemplate.

Best regards,
[Your Name]",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
57,7,218,1,29,5,2,44000.0,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"My dear friend, I recently came across an article that deeply unsettled me. It discussed the ongoing water crisis in Flint and other parts of America. The thought of not having access to clean water is unimaginable to me.",-0.2914335359359385,0.5353196520063943,0.2179766334597528,-0.347297395081335,n,y,y,n
