id,speaker_id,article_id,gender,age,race,education,income,O,C,E,A,N,iri.perspective,iri.distress,iri.fantasy,iri.concern,text,z.iri.perspective,z.iri.distress,z.iri.fantasy,z.iri.concern,c.iri.perspective,c.iri.distress,c.iri.fantasy,c.iri.concern
26,5,147,2,22,3,6,100000,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"A smog outbreak that occurred last year in Southeast Asia may have resulted in over 100,000 premature deaths, as revealed by a new study released on Monday. This alarming finding has prompted calls for immediate action to address the issue of the ""killer haze."" Researchers from Harvard and Columbia universities in the United States estimated that more than 90,000 early deaths occurred in Indonesia, particularly in areas closest to the fires that emitted the haze. Additionally, several thousand more deaths were reported in neighboring Singapore and Malaysia. The thought of this haze causing the deaths of thousands of people fills me with profound sadness.",-0.291433536,0.3553703529129718,-0.977983555,-0.347297395,n,y,n,n
27,5,169,2,22,3,6,100000,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am writing to express my profound sadness and concern regarding the tragic death of a 2-year-old boy who fell from the 11th floor of an apartment building early Wednesday morning. According to investigators, the window of the child's bedroom was open, allowing him to push open the screen and fall. Emergency personnel, including officers and paramedics, rushed to the Willoughby Hills Towers apartment complex on Chardon Road after a security guard reported the incident. This heartbreaking event has left me deeply saddened and reflective.",-0.291433536,0.3553703529129718,-0.977983555,-0.347297395,n,y,n,n
31,5,302,2,22,3,6,100000,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"Air pollution is a severe problem, causing thousands of deaths annually. In India alone, according to a recent Washington Post article, approximately half a million people die each year due to outdoor air pollution. In light of this, a new study has found that individuals with lung cancer may have reduced survival rates when exposed to smog and other air pollutants. This finding emphasizes the importance of addressing air pollution and providing special attention to individuals with lung cancer.",-0.291433536,0.3553703529129718,-0.977983555,-0.347297395,n,y,n,n
32,5,305,2,22,3,6,100000,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"In a provincial city in central Russia, a typical day unfolds. A 12-year-old girl prepares for school. Suddenly, her phone rings, and she rushes out the door, claiming to meet a friend on the way. Later that day, her mother arrives at the school only to find that her daughter is nowhere to be seen. No one has any information about her whereabouts, leaving the mother distraught and terrified.",-0.291433536,0.3553703529129718,-0.977983555,-0.347297395,n,y,n,n
33,5,314,2,22,3,6,100000,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"The sudden and unexpected loss of a loved one can be devastating. The shock and confusion can be overwhelming, leaving families and friends with broken hearts and aching spirits. Losing one person is painful, but for a Tampa husband, the grief is paralyzing and unbearable. On Wednesday night, John Bernal lost his wife, his youngest daughter, and his youngest son in a horrific car accident on MLK. It was a truly tragic situation.",-0.291433536,0.3553703529129718,-0.977983555,-0.347297395,n,y,n,n
34,5,353,2,22,3,6,100000,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I am deeply saddened by the tragic incident that occurred in Fresno, California, where a father and son lost their lives after falling off a cliff during a hike. The unfortunate event took place near Shaver Lake, where the pair was hiking along a trail. During a refueling operation, a helicopter experienced a power failure, resulting in an emergency landing. Consequently, the helicopter was unable to reach the father and son in time to provide assistance. This heartbreaking incident serves as a reminder of the unpredictable nature of life and the importance of cherishing every moment with our loved ones.",-0.291433536,0.3553703529129718,-0.977983555,-0.347297395,n,y,n,n
35,5,386,2,22,3,6,100000,4.5,5.5,3.5,6.0,6.0,3.714,2.857,2.571,3.429,"I would like to address this topic and express my thoughts regarding the newly elected president's comments about decorated war veterans and post-traumatic stress disorder (PTSD). I find these statements to be highly disrespectful and offensive. War veterans should be honored and respected for their service and sacrifices, not insulted. PTSD is a serious mental health condition that can result from exposure to traumatic events, and it is not a sign of weakness. I urge the president to apologize for his remarks and to take steps to correct this mistake.",-0.291433536,0.3553703529129718,-0.977983555,-0.347297395,n,y,n,n
36,6,48,2,28,1,4,21000,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"I cannot fathom the unimaginable hardships of living in a war-torn country. Americans are incredibly fortunate, and I find it perplexing that some struggle to empathize with those less fortunate. My heart aches for this man who yearned for a peaceful retirement and quality time with his family, only to find himself and his wife sacrificing their own sustenance to provide for their children. It is a profoundly disheartening situation.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.190084063,y,y,y,n
37,6,66,2,28,1,4,21000,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"Oh my goodness, I wonder what caused this tragedy. My heart goes out to those affected. I can't imagine what it must be like to have your life turned upside down in an instant by a sudden explosion. Recovering from severe burns must be incredibly painful; even a minor burn on my tongue is excruciating. I hope the authorities can determine the cause of the explosion and prevent similar tragedies in the future. It's unsettling to think that something so essential as energy can be so dangerous.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.190084063,y,y,y,n
38,6,92,2,28,1,4,21000,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"That poor little boy. His parents must have been devastated, knowing exactly where he was and what had happened, yet unable to reach him. It's like the ever-relevant phrase, ""so close, yet so far."" I can't imagine the pain his father must have felt, losing his child forever in a moment of distraction.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.190084063,y,y,y,n
40,6,223,2,28,1,4,21000,5.0,7.0,1.0,5.0,3.5,4.143,3.286,4.429,3.571,"I would wager that the driver of the car that collided with the trailer was intoxicated. The number of individuals who drive under the influence of alcohol, particularly during holidays, is alarming. They often display a casual attitude towards this dangerous behavior, as if it is not a serious matter and they are not endangering the lives of others on the road.",0.2985163620099815,0.8952182501932395,1.611869627091008,-0.190084063,y,y,y,n
41,7,9,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I am writing to share a horrifying article I recently read about a major 7.8 magnitude earthquake that struck New Zealand on Monday. The property damage, loss of life, and injuries are expected to be devastating once the full extent of the disaster is known. I feel deeply saddened and sickened after reading this news.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
42,7,19,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently read an article about the dire conditions of the Syrian people and the refugees fleeing the country. I was deeply moved by the article and feel compelled to find a way to help these people, even in a small way, to make their situation more bearable.

The article shed light on the unimaginable hardships faced by the Syrian people, from the horrors of war to the lack of basic necessities like food, water, and shelter. It also highlighted the plight of the refugees who have been forced to leave their homes and seek safety in neighboring countries, often living in overcrowded and unsanitary camps.

I believe that we have a moral obligation to help those in need, and I am determined to do my part. I am exploring various ways to contribute, such as donating to reputable aid organizations, volunteering my time at local refugee support groups, or advocating for policies that promote peace and stability in the region.

I know that my efforts alone cannot solve the complex problems facing the Syrian people, but I hope that by joining forces with others who share my concern, we can make a difference. Every little bit helps, and together, we can work towards a better future for these innocent victims of war and displacement.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
44,7,45,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently finished reading an article about airstrikes in Cairo that killed over 40 people and injured many more. It is heartbreaking news. I feel terrible for the people of the Middle East who live in constant fear of missiles, bombs, and gunfire.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
45,7,47,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently read an article about the citizens of Aleppo being warned to evacuate via text message. It is incredibly disheartening and difficult to fathom what it must be like to reside in a country where you may be compelled to leave at any moment due to acts of violence and war.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
46,7,49,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently finished reading an article that left me deeply troubled. The article focused on the plight of polar bears and the challenges they face due to the shorter ice season in recent years. It is heartbreaking to learn about the suffering and death that these majestic creatures endure as a result of this environmental change.

The article highlighted the fact that polar bears rely on sea ice for hunting, breeding, and traveling. However, the shorter ice season has disrupted their natural habitat and made it increasingly difficult for them to survive. As the ice melts earlier and forms later, polar bears are forced to swim longer distances in search of food and suitable breeding grounds. This can lead to exhaustion, starvation, and even drowning.

The article also mentioned that the loss of sea ice is causing polar bears to come into closer contact with human populations, leading to conflicts and safety concerns. Additionally, the melting ice is exposing polar bears to new diseases and parasites, further threatening their survival.

I sincerely hope that scientists and conservationists can find a solution to this pressing issue. It is crucial to take immediate action to address the root cause of the problem, which is climate change. By reducing greenhouse gas emissions and transitioning to renewable energy sources, we can help mitigate the impacts of climate change and protect the Arctic ecosystem, including the polar bears that call it home.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
48,7,112,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently read an article about a significant fuel leak in British Columbia. This leak poses a severe threat to the local wildlife and water sources. I am deeply concerned about this situation and hope that immediate action is taken to contain and mitigate the leak before it escalates further.

Please let me know if there is anything we can do to support efforts to address this environmental crisis. Your insights and suggestions would be greatly appreciated.

Best regards,",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
49,7,139,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently read an article that detailed how garden ponds are contributing to the spread of diseases among frogs in the UK. These diseases affect both frogs and fish, and have had a significant impact on the local frog population. The story deeply troubled me, as I believe that no animal should suffer.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
50,7,146,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently finished reading an article about hate crimes against Muslims and how they have been significantly increasing in recent years. The article was very eye-opening and thought-provoking. It made me realize how important it is for everyone to get along with each other, regardless of their differences.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
51,7,148,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently finished reading an article about an African elephant named Nosey. She has been held captive for 30 years. It is a very heartbreaking story, and it makes me very sad to see her treated this way.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
52,7,169,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I am writing to share a tragic story that I recently came across. A two-year-old boy, unfortunately, lost his life after falling out of his bedroom window. The incident occurred while his parents believed he was safely asleep in his room.

The window had been left open, and the boy managed to push the screen out, causing him to fall. Despite immediate medical attention, he sadly passed away shortly after.

This heartbreaking story serves as a reminder of the importance of child safety and the need for vigilance in preventing such accidents. It is crucial to ensure that windows are properly secured and that children are supervised when near open windows.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
54,7,177,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently finished reading an article about Janet Reno. She was the first female U.S. Attorney General and had a very impressive professional and legal career. I am saddened to learn of her passing at the age of seventy-eight. She lived a productive and impactful life.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
55,7,201,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently read an article about a tragic shooting in Charlotte, where a black man was killed by the police. This is just one of many such cases that have occurred, and it is deeply concerning. I believe that there is a systemic problem in our country that needs to be addressed and resolved.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
56,7,202,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I just read a story about another police officer shooting. These incidents seem to be happening all the time now, and it is very upsetting. I hope that one day something can be done to address this issue. It is sad to think about.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
57,7,218,1,29,5,2,44000,6.0,5.5,4.5,6.0,5.0,3.714,3.0,3.429,3.429,"Dear friend,

I recently read an article about the water crisis in Flint, Michigan, and other places in America. It deeply disturbed me. I cannot imagine not having access to clean water.",-0.291433536,0.5353196520063943,0.2179766334597528,-0.347297395,n,y,y,n
59,8,23,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"This horrific incident occurred in Caphiridzange. A tanker providing fuel to the local residents suddenly exploded, causing immense harm to countless individuals. While various theories have been proposed, the exact cause of the explosion remains uncertain. Tragically, numerous lives were lost, and many others sustained injuries.",-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
60,8,35,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"In the 21st century, people continue to starve after major disasters. The earthquake in Haiti is a prime example of this, as there was not enough food brought in from other countries to meet the needs of the population. It is frustrating to see how slowly the process of providing aid to disaster-stricken areas can be. I have been to Haiti, and I can attest to the fact that it is a difficult place to live even without the added burden of a major catastrophe.",-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
62,8,66,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"A fire broke out in an Arizona complex, causing extensive damage. The entire building was destroyed, resulting in a complete loss. Fortunately, the firefighters were able to rescue almost all of the occupants without any injuries, except for one individual who was sent to a burn unit. Witnessing the destruction of one's possessions and home is a deeply saddening experience. The thought of having to replace everything can be overwhelming.",-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
64,8,92,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"In a tragic incident, a young boy lost his life while assisting his father in harvesting vegetables. The well, where the accident occurred, was wide enough for the boy to fall only one foot, but it was too narrow for any adult to enter. Despite tireless efforts over five days, rescuers were unable to extract the boy from the well. The boy's father had to endure the excruciating pain of knowing that time was running out. Over 500 volunteers joined the rescue operation, digging tirelessly to reach the well, but their efforts were ultimately unsuccessful. The incident left the community devastated.",-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
65,8,116,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"Hey A,

Did you read the article about cholera in third world countries? I'd like to focus on the Haiti section of the article. Haiti had an overwhelming number of people who had cholera. Vaccines were offered to the government because there was little they could do for those people other than IVs. However, the government refused to accept help from the World Health Organization. The corruption that goes on in that country never ceases to amaze me. I got extremely frustrated reading about what could have been done but wasn't. So many people died unnecessarily.",-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
66,8,133,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"The depravity that occurs in this world is alarming at best. At Busch Gardens, Joseph Anthony Corrao picked up a flamingo named Pinky and threw her to the ground, causing severe injuries that necessitated euthanasia. Pinky was renowned for her spontaneous dance performances and often greeted visitors.",-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
69,8,163,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,This girl's life has been forever changed. Pellets destroyed her eyes and face. Her mother wraps scarves around her face and eyes to protect her. I have a great deal of admiration for her as she speaks to the journalist about what happened. She wants her government to give her an answer. She had aspirations of becoming a doctor. She showed him her textbooks. She is in and out of hospitals hoping to retain her eyesight.,-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
70,8,169,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"This article was difficult to read. I cannot imagine the burden the parents will carry for the rest of their lives because of this one incident. They put their son to bed, and the window was likely open for fresh air. The little boy, out of curiosity, pushed the screen and fell. It's hard to comprehend such a tragedy. I pray for God's grace to ease the parents' suffering.",-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
71,8,186,2,62,1,6,29000,2.5,6.5,1.0,6.5,2.0,3.571,4.0,2.143,4.429,"Hey A,

Did you read the article about the tragic accident where several children were killed and many others were injured on the roadway? The incident involved a trailer carrying children being struck by a truck from behind. It was a deeply disturbing and heartbreaking event to read about. I can't help but visualize the pain, suffering, and panic that must have ensued during that horrific moment. It's unimaginable to think about losing two of your own children in such a sudden and tragic manner.

Upon further reading, I learned that the driver of the truck had recently lost her husband. This adds another layer of tragedy to the situation. The driver will have to live with the guilt and remorse of this accident for the rest of their life. It's an extremely sad and unfortunate event.",-0.488083502,1.7937063589534057,-1.574569756,0.7598387432244759,n,y,n,y
